0;-0.9466554,0,-0.7764039
0;-0.946229,0,-0.7008806
0;-1.002338,0,-0.4571457
0;-1.063619,0,-0.1194772
0;-0.8769637,0,0.3412199
0;-1.003149,0,0.7281711
0;-0.9119646,0,0.8907177
0;-0.9664148,0,1.330835
0;-0.6365452,0,-1.007749
0;-0.6698928,0,-0.7600122
0;-0.5591255,0,-0.3661755
0;-0.7294387,0,0.1319112
0;-0.5445275,0,0.3389953
0;-0.5161735,0,0.6174433
0;-0.4764358,0,1.046058
0;-0.7654196,0,1.249789
0;-0.4401111,0,-0.8118826
0;-0.4102376,0,-0.6381396
0;-0.4603951,0,-0.2659742
0;-0.2030276,0,0.09400577
0;-0.3397522,0,0.3956423
0;-0.1910926,0,0.7332143
0;-0.2766376,0,0.8986701
0;-0.3634821,0,1.25474
0;0.01219233,0,-1.036048
0;0.04684788,0,-0.7148219
0;-0.128448,0,-0.3554716
0;-0.07018169,0,0.007156785
0;0.1291992,0,0.3479168
0;-0.09546324,0,0.6095638
0;0.01957677,0,1.027751
0;0.1393461,0,1.091684
0;0.3334993,0,-0.8751325
0;0.3909706,0,-0.6060891
0;0.3868825,0,-0.3444048
0;0.2918207,0,-0.0394626
0;0.1575828,0,0.1713553
0;0.171045,0,0.7030802
0;0.2305067,0,0.9155328
0;0.3230799,0,1.238624
0;0.725869,0,-0.9965665
0;0.6593881,0,-0.7487413
0;0.6962497,0,-0.199765
0;0.7412524,0,0.1370911
0;0.5036157,0,0.4467526
0;0.5357835,0,0.646273
0;0.7349906,0,0.8477195
0;0.5943508,0,1.26336
0;0.96505,0,-1.046634
0;0.7704564,0,-0.5634419
