0;-1.760588,0,7.511418
0;-1.868876,0,8.045501
0;-1.580246,0,8.079134
0;-1.33801,0,8.394329
0;-1.543903,0,8.91398
0;-1.606419,0,9.055297
0;-1.760252,0,9.210994
0;-1.435845,0,9.524609
0;-1.652459,0,9.952929
0;-1.477455,0,10.21908
0;-1.825231,0,10.36325
0;-1.963527,0,10.7019
0;-1.605809,0,11.03438
0;-1.577622,0,11.35076
0;-1.915796,0,11.56924
0;-1.292916,0,11.84757
0;-1.352119,0,12.08085
0;-1.97621,0,12.36911
0;-1.173156,0,7.760155
0;-0.9862032,0,7.994686
0;-1.105259,0,8.1476
0;-0.9200525,0,8.452416
0;-1.138858,0,8.845637
0;-0.7126056,0,9.091928
0;-1.245818,0,9.361032
0;-0.8701376,0,9.755453
0;-0.8151798,0,9.998607
0;-1.268785,0,10.258
0;-1.269148,0,10.44758
0;-1.038655,0,10.70491
0;-0.8415226,0,10.94877
0;-1.052689,0,11.26461
0;-0.6864742,0,11.63865
0;-1.102593,0,11.99073
0;-0.9762781,0,12.25182
0;-1.20279,0,12.39399
0;-0.1862097,0,7.766643
0;-0.2916814,0,7.786409
0;-0.0058375,0,8.227676
0;-0.1714088,0,8.551534
0;-0.4435897,0,8.762454
0;-0.4068875,0,9.061223
0;-0.3091376,0,9.434731
0;-0.1758395,0,9.672066
0;-0.2561057,0,9.860755
0;0.02400601,0,10.18289
0;-0.3031706,0,10.55907
0;-0.3992121,0,10.8808
0;-0.1755436,0,11.09563
0;-0.5399232,0,11.31622
