6;-585.2368,2,45.73109
6;-582.0836,2,46.91186
5;-582.9064,2,47.74744
4;-583.1691,2,48.79794
0;-587.2733,2,49.63953
4;-588.0187,2,50.80018
5;-587.0891,2,51.95753
5;-586.9935,2,52.21696
0;-586.8124,2,53.32285
1;-583.4465,2,53.79147
3;-581.7574,2,54.76883
3;-585.6307,2,56.35989
0;-584.0115,2,57.10729
3;-585.2812,2,57.33115
2;-584.2749,2,58.66106
1;-584.5431,2,59.54153
3;-586.2595,2,60.06326
1;-581.5573,2,61.22363
6;-586.7398,2,62.02571
3;-584.1777,2,62.49429
0;-581.4473,2,63.77797
0;-580.1067,2,64.46222
0;-585.4172,2,65.81534
5;-585.1602,2,66.40369
2;-581.8933,2,67.51009
2;-584.7809,2,67.92419
3;-581.7676,2,68.95023
4;-582.2747,2,69.65755
4;-583.5405,2,71.31244
0;-579.1601,2,71.70447
4;-582.0838,2,72.32623
5;-584.2731,2,73.52391
2;-585.0186,2,75.00288
5;-584.1672,2,75.2464
3;-584.0016,2,76.19088
2;-583.1595,2,76.63903
1;-579.6288,2,77.2309
4;-579.5401,2,78.35643
1;-578.4126,2,78.86481
5;-583.6121,2,80.32426
4;-582.769,2,81.3306
4;-578.7411,2,81.842
3;-582.9084,2,83.26987
5;-578.138,2,83.31035
2;-582.3311,2,85.21909
4;-581.0956,2,85.31333
1;-582.2894,2,87.20123
5;-582.1839,2,87.33029
2;-584.2092,2,88.84214
6;-579.6884,2,89.22343
2;-577.2373,2,89.38377
3;-581.4719,2,91.13644
1;-580.1663,2,91.72942
4;-582.0115,2,92.84087
6;-580.7042,2,93.88911
4;-582.9216,2,95.22418
2;-578.2327,2,95.47146
0;-579.8873,2,96.03911
6;-582.5172,2,97.34531
6;-583.1511,2,98.25549
3;-576.6552,2,98.25275
2;-577.5848,2,99.9622
3;-580.2134,2,101.0355
4;-577.4119,2,101.0607
6;-576.4948,2,102.4239
0;-581.2224,2,103.8661
5;-576.2175,2,103.5625
6;-580.2641,2,104.9004
4;-576.0535,2,106.1304
4;-579.6909,2,106.8371
4;-575.4022,2,107.7552
0;-580.4622,2,108.8692
0;-578.558,2,109.3581
4;-577.9557,2,110.2214
3;-577.6281,2,111.0486
0;-577.3546,2,111.8455
5;-581.0822,2,113.2389
2;-580.4055,2,114.4744
5;-576.3586,2,114.6873
2;-576.1281,2,115.781
0;-580.2932,2,117.0149
5;-581.4997,2,117.7629
6;-574.9257,2,117.8123
2;-581.3676,2,119.2081
0;-578.7766,2,120.0696
3;-574.2541,2,120.6748
0;-575.5878,2,122.0902
6;-575.1661,2,122.6421
5;-577.8192,2,123.2947
0;-578.1151,2,124.8531
6;-579.7697,2,125.4809
0;-580.274,2,126.795
0;-576.6407,2,127.3643
3;-580.1167,2,128.5119
4;-577.2103,2,128.7314
2;-575.5823,2,130.0865
5;-577.4609,2,130.8135
3;-578.0256,2,131.3204
4;-578.2002,2,132.5303
2;-577.3445,2,133.0188
1;-576.4675,2,134.436
1;-572.5294,2,134.5545
2;-576.7742,2,135.9279
2;-576.5224,2,136.8683
2;-579.4326,2,138.1202
2;-578.1712,2,139.0435
1;-577.5604,2,139.5606
6;-573.3018,2,139.954
4;-578.7355,2,141.4187
1;-575.8712,2,142.2258
0;-573.1197,2,143.223
5;-575.6362,2,143.5451
3;-575.4962,2,145.1644
2;-574.987,2,145.9183
5;-571.4558,2,146.5979
0;-576.965,2,147.2889
5;-577.3964,2,148.467
3;-573.9127,2,149.5032
6;-576.687,2,150.4669
3;-575.1487,2,150.749
5;-571.7959,2,151.8981
5;-577.767,2,153.303
0;-570.7914,2,153.5892
1;-575.2075,2,154.6133
1;-575.7922,2,155.7216
6;-574.4145,2,156.2498
6;-577.032,2,157.3439
3;-571.9404,2,157.6793
6;-571.7213,2,158.342
3;-570.9011,2,159.6581
6;-576.8508,2,160.7058
2;-575.8158,2,161.6028
0;-576.4509,2,162.9342
6;-572.4351,2,163.5369
1;-573.8732,2,164.5801
3;-572.3859,2,165.3769
0;-574.2051,2,166.383
0;-572.7625,2,166.4465
1;-575.8492,2,168.2319
4;-572.5934,2,168.4067
0;-575.1685,2,169.8377
0;-570.0006,2,169.8156
4;-573.2841,2,171.3043
5;-570.4713,2,172.2624
3;-573.0526,2,172.6108
1;-572.626,2,173.744
6;-575.4615,2,175.45
2;-570.5309,2,175.3454
4;-572.812,2,176.7938
3;-568.9441,2,177.3641
5;-573.489,2,177.9972
6;-573.8152,2,179.36
1;-568.9788,2,179.4643
