1.027027,100000
2.051147,100000
3.062187,100000
4.067036,100000
5.074751,100000
6.083235,100000
7.089369,100000
8.12076,100000
9.144136,100000
10.17609,100000
11.21164,100000
12.22739,100000
13.25921,100000
14.26159,100000
15.27495,100000
16.31752,100000
17.33172,100000
18.33694,100000
19.37787,100000
20.3826,100000
21.41906,100000
22.66336,100000
23.7043,100000
24.71138,100000
25.76062,100000
26.79216,100000
27.8013,100000
28.80879,100000
29.92887,100000
30.97561,100000
32.01599,100000
33.01645,100000
34.06437,100000
35.10659,100000
36.1309,100000
37.18972,100000
38.22437,100000
39.27044,100000
40.27874,100000
41.37281,100000
42.39257,100000
43.41288,100000
44.4632,100000
45.51401,100000
46.57623,100000
47.62243,100000
48.65045,100000
49.70525,100000
50.71485,100000
51.75486,100000
52.81768,100000
53.87305,100000
54.94447,100000
55.9786,100000
57.01256,100000
58.01543,100000
59.03701,100000
60.0472,100000
61.05232,100000
62.0805,100000
63.14109,100000
64.17739,100000
65.21717,100000
66.25066,100000
67.25166,100000
68.27608,100000
69.27771,100000
70.29734,100000
71.37959,100000
72.40931,100000
73.46269,100000
74.46517,100000
75.49758,100000
76.5214,100000
77.57042,100000
78.60395,100000
79.66776,100000
80.67868,100000
81.73035,100000
82.73102,100000
83.77816,100000
84.80634,100000
85.84869,100000
86.88348,100000
87.93765,100000
89.00224,100000
90.0632,100000
91.11361,100000
92.12672,100000
93.15178,100000
94.18143,100000
95.24569,100000
96.29942,100000
97.34129,100000
98.37163,100000
99.42319,100000
100.4932,100000
101.5329,100000
102.5886,100000
103.6402,100000
104.6917,100000
105.7349,100000
106.8004,100000
107.8134,100000
108.8572,100000
109.9002,100000
110.9767,100000
112.0409,100000
113.058,100000
114.0962,100000
115.0981,100000
116.1399,100000
117.1862,100000
118.2003,100000
119.2062,100000
120.271,100000
121.3062,100000
122.3166,100000
123.3498,100000
124.3743,100000
125.3868,100000
126.3953,100000
127.4768,100000
128.5063,100000
129.5162,100000
130.5336,100000
131.5838,100000
132.6368,100000
133.6635,100000
134.6823,100000
135.7317,100000
136.7594,100000
137.7742,100000
138.8192,100000
139.8782,100000
140.9112,100000
141.9594,100000
143.009,100000
144.0274,100000
145.0622,100000
146.0684,100000
147.0931,100000
148.0992,100000
149.1072,100000
150.1591,100000
151.2012,100000
152.2161,100000
153.2524,100000
154.2601,100000
155.2793,100000
156.2935,100000
157.3301,100000
158.344,100000
159.3759,100000
160.4246,100000
161.4263,100000
162.4645,100000
163.4709,100000
164.4951,100000
165.5373,100000
166.6614,100000
167.681,100000
168.6959,100000
169.7032,100000
170.7416,100000
171.7606,100000
172.7918,100000
173.8005,100000
174.8295,100000
175.8421,100000
176.8757,100000
177.8822,100000
178.9037,100000
179.9077,100000
180.9579,100000
181.9963,100000
183.0146,100000
184.0219,100000
185.0498,100000
186.1052,100000
187.1156,100000
188.1438,100000
189.2078,100000
190.2315,100000
191.2561,100000
192.2871,100000
193.3117,100000
194.3475,100000
195.3711,100000
196.3919,100000
197.3932,100000
198.3954,100000
199.5171,100000
200.5386,100000
201.5746,100000
202.6334,100000
203.6789,100000
204.692,100000
205.7097,100000
206.7467,100000
207.7484,100000
208.756,100000
209.7914,100000
210.8227,100000
211.8452,100000
212.8613,100000
213.9188,100000
214.9566,100000
215.969,100000
217.0025,100000
218.0596,100000
219.0985,100000
220.1142,100000
221.1189,100000
222.1443,100000
223.1616,100000
224.1782,100000
225.2173,100000
226.2647,100000
227.3194,100000
228.3228,100000
229.3639,100000
230.4101,100000
231.4522,100000
232.4707,100000
233.5097,100000
234.5111,100000
235.5487,100000
236.5918,100000
237.5994,100000
238.6083,100000
239.6465,100000
240.6909,100000
241.701,100000
242.7262,100000
243.7263,100000
244.7452,100000
245.7702,100000
246.7729,100000
247.8115,100000
248.8232,100000
249.8412,100000
250.8785,100000
251.9065,100000
252.9456,100000
253.9754,100000
255.0235,100000
256.0258,100000
257.0618,100000
258.1087,100000
259.1527,100000
260.1919,100000
261.2007,100000
262.23,100000
263.2366,100000
264.2512,100000
265.2619,100000
266.3177,100000
267.4367,100000
268.474,100000
269.4836,100000
270.5227,100000
271.5583,100000
272.5648,100000
273.5793,100000
274.6241,100000
275.6653,100000
276.7097,100000
277.7219,100000
278.7252,100000
279.7553,100000
280.7921,100000
281.7934,100000
282.7949,100000
283.8365,100000
284.8453,100000
285.8877,100000
286.9273,100000
287.9474,100000
288.9606,100000
289.9956,100000
291.0355,100000
292.0695,100000
293.1123,100000
294.1167,100000
295.1507,100000
296.1766,100000
297.18,100000
298.1837,100000
299.1951,100000
300.2025,100000
301.2316,100000
302.237,100000
303.2791,100000
304.3211,100000
305.3324,100000
306.3495,100000
307.3802,100000
308.4025,100000
309.4619,100000
310.5128,100000
311.5236,100000
312.5328,100000
313.5524,100000
314.5822,100000
315.6201,100000
316.6608,100000
317.6831,100000
318.7047,100000
319.7188,100000
320.7606,100000
321.7715,100000
322.7749,100000
323.8194,100000
324.8234,100000
325.8249,100000
326.8684,100000
327.8812,100000
328.9018,100000
329.9128,100000
330.9236,100000
331.9484,100000
332.9821,100000
333.9965,100000
335.0236,100000
336.0503,100000
337.0935,100000
338.1156,100000
339.1173,100000
340.1223,100000
341.1733,100000
342.1749,100000
343.2292,100000
344.2837,100000
345.329,100000
346.3657,100000
347.3765,100000
348.4185,100000
349.4492,100000
350.4762,100000
351.4904,100000
352.52,100000
353.5799,100000
354.5977,100000
355.6128,100000
356.6663,100000
357.6937,100000
358.7249,100000
359.7277,100000
360.7413,100000
361.7753,100000
362.7873,100000
363.7927,100000
364.8367,100000
365.8659,100000
366.8906,100000
367.9303,100000
368.9544,100000
369.977,100000
371.0192,100000
372.0565,100000
373.0723,100000
374.0905,100000
375.1287,100000
376.1333,100000
377.1571,100000
378.1882,100000
379.2068,100000
380.252,100000
381.2539,100000
382.2886,100000
383.3142,100000
384.3345,100000
385.3587,100000
386.3664,100000
387.3759,100000
388.3982,100000
389.4,100000
390.4385,100000
391.4478,100000
392.4767,100000
393.4797,100000
394.4837,100000
395.5261,100000
396.5657,100000
397.6056,100000
398.6125,100000
399.6555,100000
400.6989,100000
401.7108,100000
402.7223,100000
403.7613,100000
404.8026,100000
405.8434,100000
406.8501,100000
407.851,100000
408.8657,100000
409.9208,100000
410.9603,100000
411.9953,100000
413.0034,100000
414.0144,100000
415.0563,100000
416.0586,100000
417.1074,100000
418.147,100000
419.1729,100000
420.2093,100000
421.2182,100000
422.2669,100000
423.3156,100000
424.3194,100000
425.3775,100000
426.4163,100000
427.4247,100000
428.4712,100000
429.5178,100000
430.5532,100000
431.5536,100000
432.5838,100000
433.5959,100000
434.6413,100000
435.6464,100000
436.6861,100000
437.6954,100000
438.7455,100000
439.7953,100000
440.8324,100000
441.8528,100000
442.8996,100000
443.9181,100000
444.9569,100000
445.9945,100000
447.0363,100000
448.0432,100000
449.0674,100000
450.0685,100000
451.1133,100000
452.1547,100000
453.1658,100000
454.1785,100000
455.2103,100000
456.2479,100000
457.2731,100000
458.2793,100000
459.3104,100000
460.3561,100000
461.3921,100000
462.4353,100000
463.4603,100000
464.4712,100000
465.511,100000
466.5171,100000
467.5515,100000
468.7073,100000
469.7108,100000
470.7711,100000
471.795,100000
472.8102,100000
473.8173,100000
474.8278,100000
475.8427,100000
476.8451,100000
477.8779,100000
478.9257,100000
479.9425,100000
480.95,100000
481.9585,100000
482.9731,100000
483.983,100000
484.9854,100000
485.9897,100000
486.9971,100000
488.0092,100000
489.0455,100000
490.0721,100000
491.094,99900
492.1229,99900
493.1597,99900
494.2019,99900
495.2075,99900
496.2284,99900
497.2723,99900
498.2731,99900
499.2793,99900
500.2981,99900
501.3501,99900
502.3636,99900
503.3675,99900
504.4034,99900
505.4149,99900
506.4538,99900
507.4689,99900
508.5231,99900
509.5418,99900
510.583,99900
511.5984,99900
512.6248,99900
513.6512,99800
514.6935,99800
515.6944,99800
516.6968,99800
517.7255,99800
518.742,99800
519.764,99800
520.8096,99800
521.8242,99800
522.8378,99700
523.8569,99700
524.9006,99700
525.9061,99700
526.9354,99700
527.9938,99700
529.0268,99700
530.0529,99600
531.0971,99600
532.0983,99600
533.1035,99600
534.1161,99600
535.1261,99500
536.1511,99500
537.1747,99500
538.2429,99500
539.3142,99400
540.3688,99200
541.3884,99200
542.4352,99200
543.4561,99100
544.5024,99000
545.5329,98900
546.5635,98900
547.5844,98900
548.6,98800
549.6188,98800
