1.051498,50
2.140453,31
3.186105,25
4.246386,32
5.267171,19
6.282439,12
7.323187,16
8.385556,19
9.401905,20
10.43912,20
11.47996,22
12.5259,24
13.54826,22
14.55104,22
15.58525,23
16.61203,24
17.64226,26
18.64493,12
19.68219,12
20.73994,20
21.75692,17
22.78592,20
23.82925,20
24.84426,24
25.88309,23
26.93452,20
27.9424,21
28.95373,21
29.98238,23
30.98586,23
32.03304,26
33.06507,27
34.08541,29
35.11905,30
36.16386,19
37.20645,22
38.22594,26
39.2411,27
40.24984,28
41.29782,31
42.30318,31
43.31244,29
44.31691,30
45.3572,31
46.39148,30
47.43026,23
48.43203,22
49.46088,25
50.48692,27
51.53667,30
52.59968,32
53.6042,27
54.63294,29
55.65945,27
56.69167,28
57.70608,27
58.75478,28
59.75968,28
60.76598,28
